region,window_size,step_size,window_start_index,window_end_index,window_start_time,window_end_time,window_median_time,window_duration_days,matched_rate_events_per_day,n_total,mc,mc_method,b_value,b_std,n_complete,reliability_flag,reliable,b_rolling_median_5,b_lowess
M3_80km,500,100,1900,2399,2020-11-26 22:04:27.170,2021-01-28 14:31:56.050,2020-12-30 12:30:03.240,62.68575092592592,7.976294335068852,500,1.5,maxc,0.826636225750828,0.06358999053332227,204,reliable,True,0.826636225750828,0.7974094856191113
M3_80km,500,100,2000,2499,2020-12-07 22:59:47.120,2021-02-14 02:09:07.180,2021-01-08 14:37:41.520,68.13148217592592,7.338751250250558,500,1.5,maxc,0.8710821692635476,0.06475869258528621,209,reliable,True,0.7869934675536138,0.8024922547112209
M3_80km,500,100,2100,2599,2020-12-23 09:36:53.140,2021-02-26 01:21:09.870,2021-01-21 14:39:16.420,64.65574918981481,7.7332643464096575,500,1.5,maxc,0.7869934675536138,0.055747782316281747,209,reliable,True,0.7880409059022339,0.8096425513184974
M3_80km,500,100,2200,2699,2021-01-04 07:25:45.620,2021-03-13 17:16:54.870,2021-02-06 17:09:06.600,68.41052372685185,7.308817017632987,500,1.4,maxc,0.7760485781266976,0.05106489538936811,261,reliable,True,0.7880409059022339,0.8180201152925272
M3_80km,500,100,2300,2799,2021-01-15 02:11:36.520,2021-03-22 10:12:39.660,2021-02-21 17:27:20.560,66.33406412037037,7.537605401241445,500,1.5999999999999999,maxc,0.7880409059022339,0.06214687723839118,191,reliable,True,0.7880409059022339,0.8236663636022087
M3_80km,500,100,2400,2899,2021-01-28 14:38:51.800,2021-04-01 18:42:39.050,2021-03-07 21:40:25.260,63.169296875,7.9152376982983474,500,1.5999999999999999,maxc,0.7982631780662779,0.0635597969074829,181,reliable,True,0.7982631780662779,0.828308402628112
M3_80km,500,100,2500,2999,2021-02-14 16:29:54.800,2021-04-13 02:52:18.390,2021-03-18 23:26:24.790,57.432217476851854,8.705914937056466,500,1.4,maxc,0.8451228449054551,0.0584108757092557,258,reliable,True,0.8451228449054551,0.8318423165555205
M3_80km,500,100,2600,3099,2021-02-26 01:31:33.380,2021-04-26 09:10:08.060,2021-03-27 06:30:18.380,59.31845694444444,8.429079678661942,500,1.4,maxc,0.8805048353051595,0.06106047302431224,256,reliable,True,0.8805048353051595,0.8340918716181193
M3_80km,500,100,2700,3199,2021-03-13 20:58:53.280,2021-05-05 06:55:40.520,2021-04-07 09:50:56.390,52.41443564814815,9.539356740506381,500,1.4,maxc,0.921685928059557,0.05870444442245477,270,reliable,True,0.921685928059557,0.836925171201485
M3_80km,500,100,2800,3299,2021-03-22 13:00:37.310,2021-05-17 14:34:56.820,2021-04-21 03:22:02.530,56.06550358796296,8.918139818641494,500,1.4,maxc,0.9452844701384344,0.06552413170683122,249,reliable,True,0.921685928059557,0.8399923460879222
M3_80km,500,100,2900,3399,2021-04-01 20:31:32.780,2021-05-28 17:46:03.560,2021-04-30 02:22:55.890,56.885078472222226,8.789651230667756,500,1.4,maxc,0.922268048027057,0.07123514359811373,225,reliable,True,0.921685928059557,0.8415436863615636
M3_80km,500,100,3000,3499,2021-04-13 04:31:37.130,2021-06-06 01:45:14.060,2021-05-09 05:46:11.550,53.88445520833333,9.279113949781088,500,1.4,maxc,0.8941023589607383,0.06824672691121875,235,reliable,True,0.8941023589607383,0.8427915933441219
M3_80km,500,100,3100,3599,2021-04-26 09:41:28.950,2021-06-10 02:40:58.790,2021-05-23 15:06:11.390,44.707984259259256,11.183684710554747,500,1.4,maxc,0.8581182494663793,0.07482466271742434,213,reliable,True,0.8715017571890011,0.8447129629119056
M3_80km,500,100,3200,3699,2021-05-05 07:42:36.830,2021-06-17 00:15:54.990,2021-06-01 09:17:24.780,42.68979351851852,11.712401461560212,500,1.4,maxc,0.8061535130862313,0.07643090076888966,185,reliable,True,0.8581182494663793,0.846075139944587
M3_80km,500,100,3300,3799,2021-05-18 00:29:44.670,2021-06-26 01:03:57.100,2021-06-09 02:07:25.510,39.023754976851855,12.812708574471893,500,1.4,maxc,0.8715017571890011,0.0835634372497452,176,reliable,True,0.8061535130862313,0.8464510543114716
M3_80km,500,100,3400,3899,2021-05-28 20:45:07.290,2021-07-07 06:09:37.020,2021-06-12 11:18:06.370,39.39201076388889,12.692929106791262,500,1.2,maxc,0.7907978722648743,0.05054240485437574,285,reliable,True,0.8029735386063096,0.846914591141448
M3_80km,500,100,3500,3999,2021-06-06 09:39:03.820,2021-07-17 20:46:49.350,2021-06-21 22:42:17.430,41.46372141203703,12.058734309719933,500,1.2,maxc,0.7281192311111427,0.0459941747112202,280,reliable,True,0.8029735386063096,0.8477305248222355
M3_80km,500,100,3600,4099,2021-06-10 03:56:34.420,2021-07-28 23:27:22.900,2021-06-30 12:56:03.680,48.81306111111112,10.243160101389073,500,1.5,maxc,0.8029735386063096,0.06382107496355889,171,reliable,True,0.8029735386063096,0.8485614933495372
M3_80km,500,100,3700,4199,2021-06-17 01:57:18.700,2021-08-08 23:42:18.590,2021-07-15 11:12:10.260,52.90624872685185,9.45067949499568,500,1.5,maxc,0.8369176340645047,0.06725999749252935,190,reliable,True,0.8352422705840706,0.8490174618971569
M3_80km,500,100,3800,4299,2021-06-26 01:19:54.230,2021-08-20 06:18:34.930,2021-07-22 14:21:49.940,55.20741550925926,9.05675433975244,500,1.5,maxc,0.8352422705840706,0.06270990430254139,211,reliable,True,0.8369176340645047,0.8488136440885027
M3_80km,500,100,3900,4399,2021-07-07 11:04:30.530,2021-08-29 15:28:51.820,2021-08-04 10:24:28.270,53.18357974537037,9.401397995281146,500,1.5,maxc,0.8973810721434312,0.07319523697995707,199,reliable,True,0.8973810721434312,0.8488089270747198
M3_80km,500,100,4000,4499,2021-07-17 22:09:14.900,2021-09-08 22:57:53.260,2021-08-15 11:32:22.970,53.03377731481482,9.42795375543289,500,1.7,maxc,0.9457557353788766,0.09644654178993842,118,reliable,True,0.9235136940470794,0.848663225572854
M3_80km,500,100,4100,4599,2021-07-29 03:05:48.330,2021-09-21 13:34:30.330,2021-08-24 17:29:02.290,54.436597222222225,9.184997327420916,500,1.7,maxc,0.9235136940470794,0.08960501235735562,118,reliable,True,0.9235136940470794,0.8481958865827192
M3_80km,500,100,4200,4699,2021-08-09 02:15:53.210,2021-10-04 01:22:17.400,2021-09-03 03:20:47.220,55.962779976851856,8.934509690312336,500,1.5999999999999999,maxc,0.9818547495829899,0.08243763581189895,138,reliable,True,0.9235136940470794,0.8479558876084321
M3_80km,500,100,4300,4799,2021-08-20 07:12:09.540,2021-10-09 14:30:20.890,2021-09-15 11:50:14.680,50.3042980324074,9.93950854215054,500,1.5999999999999999,maxc,0.9017663034908802,0.09077888343127533,147,reliable,True,0.9017663034908802,0.8471506063747037
M3_80km,500,100,4400,4899,2021-08-29 19:13:30.000,2021-10-20 15:28:35.800,2021-09-27 10:32:29.890,51.84381712962963,9.644351586801687,500,1.5999999999999999,maxc,0.9010385372857359,0.08287445032969426,172,reliable,True,0.9010385372857359,0.846447836357972
M3_80km,500,100,4500,4999,2021-09-09 05:21:48.410,2021-10-31 20:32:20.310,2021-10-07 07:10:25.120,52.63231365740741,9.499867386689177,500,1.5999999999999999,maxc,0.8615328676539785,0.07922783376715124,174,reliable,True,0.8615328676539785,0.8459916671496942
M3_80km,500,100,4600,5099,2021-09-21 13:35:42.340,2021-11-11 15:10:10.080,2021-10-14 19:45:19.870,51.06559884259259,9.791327455910729,500,1.5999999999999999,maxc,0.7619639249816257,0.06254205404118665,196,reliable,True,0.7619639249816257,0.8456248000170987
M3_80km,500,100,4700,5199,2021-10-04 01:40:26.010,2021-11-25 08:03:38.560,2021-10-25 12:49:07.630,52.266117476851846,9.566427049444512,500,1.5,maxc,0.729404602774592,0.051479208636071735,235,reliable,True,0.7619639249816257,0.8452630493086799
M3_80km,500,100,4800,5299,2021-10-09 14:38:21.940,2021-12-10 20:48:10.640,2021-11-08 11:20:20.180,62.256813657407406,8.031249442855309,500,1.5,maxc,0.752269168617216,0.049439998565785424,233,reliable,True,0.7619639249816257,0.8452819146221072
M3_80km,500,100,4900,5399,2021-10-20 15:31:11.920,2021-12-25 11:57:57.900,2021-11-17 07:15:44.050,65.85192106481482,7.592792919554686,500,1.5,maxc,0.7930956470180203,0.05430925257161668,226,reliable,True,0.7930956470180203,0.8457095385821093
M3_80km,500,100,5000,5499,2021-10-31 20:51:14.270,2022-01-08 23:59:49.230,2021-12-04 04:32:05.630,69.13096018518519,7.232649433200703,500,1.5999999999999999,maxc,0.8394203459298886,0.06605947502904475,187,reliable,True,0.8394203459298886,0.8459301256615287
M3_80km,500,100,5100,5599,2021-11-11 18:33:07.820,2022-01-26 18:54:30.160,2021-12-17 04:06:12.350,76.01484189814815,6.577662828924214,500,1.5999999999999999,maxc,1.0049289882506418,0.0825067589525521,176,reliable,True,0.9397514857518127,0.8466392325080984
M3_80km,500,100,5200,5699,2021-11-25 13:16:44.470,2022-02-06 13:54:42.970,2022-01-02 22:59:47.780,73.02637152777778,6.846841620904168,500,1.5999999999999999,maxc,0.9460862841303506,0.07725942761709623,175,reliable,True,0.9397514857518127,0.8479268909888319
M3_80km,500,100,5300,5799,2021-12-10 21:25:33.890,2022-02-20 03:09:45.430,2022-01-20 12:09:47.870,71.2390224537037,7.018625225029392,500,1.5999999999999999,maxc,0.9397514857518127,0.07755218009225345,165,reliable,True,0.9397514857518127,0.8500500593542388
M3_80km,500,100,5400,5899,2021-12-25 17:51:26.910,2022-03-05 05:38:59.180,2022-02-01 01:44:22.390,69.4913457175926,7.195140557961865,500,1.4,maxc,0.8792428938793927,0.061999542618104274,263,reliable,True,0.8792428938793927,0.8511621196920308
M3_80km,500,100,5500,5999,2022-01-09 13:12:15.350,2022-03-11 08:35:34.180,2022-02-13 02:08:21.090,60.807856828703706,8.222621649181036,500,1.4,maxc,0.8001243191263686,0.05274197935725726,264,reliable,True,0.8001243191263686,0.8520395670081278
M3_80km,500,100,5600,6099,2022-01-26 22:44:27.750,2022-03-23 06:12:48.630,2022-02-27 16:26:56.920,55.31135277777778,9.039735513409518,500,1.5,maxc,0.7364460848747821,0.05267416416852775,248,reliable,True,0.7364460848747821,0.8532437267416753
M3_80km,500,100,5700,6199,2022-02-06 14:55:43.720,2022-04-04 23:10:02.640,2022-03-09 14:14:55.820,57.34327453703703,8.71941834568688,500,1.4,maxc,0.698634861669849,0.04533908084724023,259,reliable,True,0.729159055161856,0.8536978014463116
M3_80km,500,100,5800,6299,2022-02-20 05:53:33.810,2022-04-15 06:11:51.080,2022-03-16 05:33:48.510,54.012699884259256,9.257082150520555,500,1.4,maxc,0.6904408018476451,0.04596323149794671,239,reliable,True,0.7158946298168598,0.8537887817421831
M3_80km,500,100,5900,6399,2022-03-05 05:54:36.840,2022-04-27 14:30:22.900,2022-03-30 07:24:03.750,53.358171990740736,9.370635862239906,500,1.4,maxc,0.729159055161856,0.04633486937413431,234,reliable,True,0.7158946298168598,0.854124592949616
M3_80km,500,100,6000,6499,2022-03-11 14:16:45.150,2022-05-10 07:21:42.570,2022-04-10 14:01:25.150,59.71177569444444,8.373557714287163,500,1.4,maxc,0.7158946298168598,0.04676121236095487,212,reliable,True,0.729159055161856,0.8541820115580224
M3_80km,500,100,6100,6599,2022-03-23 07:30:21.830,2022-05-22 04:11:43.510,2022-04-22 14:43:10.300,59.86205648148148,8.3525363041057,500,1.4,maxc,0.8278927585992741,0.057943391406257476,193,reliable,True,0.8278927585992741,0.8541914257134153
M3_80km,500,100,6200,6699,2022-04-04 23:21:35.770,2022-06-07 11:48:22.320,2022-05-05 22:22:51.130,63.5185943287037,7.871710721628057,500,1.4,maxc,0.8582771890561067,0.060744307701201636,196,reliable,True,0.841778233138217,0.853879727909062
M3_80km,500,100,6300,6799,2022-04-15 11:33:09.660,2022-06-17 08:32:09.800,2022-05-15 13:05:35.610,62.87430717592592,7.952373910076994,500,1.4,maxc,0.8639749878543608,0.06383813253591318,208,reliable,True,0.8582771890561067,0.8536792540165188
M3_80km,500,100,6400,6899,2022-04-27 18:08:26.000,2022-06-21 20:00:41.290,2022-05-30 01:51:13.550,55.07795474537037,9.078042245968255,500,1.4,maxc,0.841778233138217,0.06866750642036994,191,reliable,True,0.8639749878543608,0.853386288057868
M3_80km,500,100,6500,6999,2022-05-10 09:08:16.200,2022-07-01 20:00:11.950,2022-06-13 02:37:50.930,52.452728587962966,9.532392564888259,500,1.2,maxc,0.8979384322424953,0.059813172582864726,277,reliable,True,0.8979384322424953,0.852938361833764
M3_80km,500,100,6600,7099,2022-05-22 10:59:12.640,2022-07-11 07:40:09.680,2022-06-19 11:47:07.490,49.8617712962963,10.027722381317401,500,1.2,maxc,0.9177037335564534,0.059842081266066896,268,reliable,True,0.901525450271783,0.8523045318678288
M3_80km,500,100,6700,7199,2022-06-07 19:49:17.620,2022-07-21 04:09:32.810,2022-06-27 16:42:06.480,43.347398032407405,11.534717715379127,500,1.2,maxc,0.901525450271783,0.06094550040555354,260,reliable,True,0.9177037335564534,0.8520086758558261
M3_80km,500,100,6800,7299,2022-06-17 09:27:38.960,2022-07-30 08:35:50.340,2022-07-06 21:22:05.620,42.96402060185185,11.637644545269788,500,1.3,maxc,0.9766092374800813,0.07677186735551417,204,reliable,True,0.9394185028907944,0.8514973132357858
M3_80km,500,100,6900,7399,2022-06-21 22:42:28.150,2022-08-09 09:06:05.180,2022-07-15 14:44:39.420,48.433067476851846,10.32352535256972,500,1.3,maxc,0.9537675640437016,0.0703144021152648,223,reliable,True,0.9394185028907944,0.8507302432928758
M3_80km,500,100,7000,7499,2022-07-01 23:33:49.340,2022-08-20 22:52:58.750,2022-07-26 00:15:54.040,49.971636689814815,10.005675881772943,500,1.3,maxc,0.9394185028907944,0.06736688488750238,234,reliable,True,0.9394185028907944,0.8490429810005211
M3_80km,500,100,7100,7599,2022-07-11 08:48:17.350,2022-08-31 05:09:11.480,2022-08-04 07:51:55.940,50.84784872685185,9.833257699572231,500,1.4,maxc,0.9177037335564534,0.0679337510608433,204,reliable,True,0.9394185028907944,0.8485323720129213
M3_80km,500,100,7200,7699,2022-07-21 04:56:47.690,2022-09-10 13:39:59.750,2022-08-15 04:59:20.860,51.363334027777775,9.73457057381819,500,1.4,maxc,0.9314369482225208,0.07024079058007406,205,reliable,True,0.9314369482225208,0.8475422318454292
M3_80km,500,100,7300,7799,2022-07-30 12:23:39.170,2022-09-25 08:06:01.080,2022-08-24 13:42:53.330,56.8210869212963,8.799550080633923,500,1.4,maxc,0.947772505102697,0.06776641824375729,229,reliable,True,0.9177037335564534,0.8465437948172002
M3_80km,500,100,7400,7899,2022-08-09 09:09:38.090,2022-10-04 08:19:04.080,2022-09-05 12:44:41.150,55.96488414351852,8.934173770784206,500,1.4,maxc,0.8954959884935476,0.06362732027844388,248,reliable,True,0.8954959884935476,0.8447450021991163
M3_80km,500,100,7500,7999,2022-08-20 23:36:00.450,2022-10-15 19:52:47.240,2022-09-19 10:05:30.520,55.84498599537037,8.953355276003663,500,1.4,maxc,0.8746922839406606,0.05566105572154345,276,reliable,True,0.8746922839406606,0.8429334008777332
M3_80km,500,100,7600,8099,2022-08-31 05:59:21.670,2022-10-22 05:50:29.480,2022-09-28 11:31:24.660,51.99384039351851,9.6165237308058,500,1.5999999999999999,maxc,0.7417202693977037,0.05846032649891325,203,reliable,True,0.7778029489116262,0.8418834722555013
M3_80km,500,100,7700,8199,2022-09-10 14:59:45.070,2022-10-31 16:28:54.770,2022-10-09 11:28:56.100,51.06191782407408,9.792033305969284,500,1.7,maxc,0.7778029489116262,0.06191194638556354,203,reliable,True,0.7778029489116262,0.8406489054452825
M3_80km,500,100,7800,8299,2022-09-25 08:58:51.090,2022-11-10 00:26:55.680,2022-10-19 13:27:37.410,45.64449756944444,10.954222888296451,500,1.7,maxc,0.7711966512424281,0.06009675274681812,212,reliable,True,0.7778029489116262,0.8398588307299699
M3_80km,500,100,7900,8399,2022-10-04 11:14:36.400,2022-11-26 01:35:16.240,2022-10-25 21:57:14.400,52.59768333333333,9.506122101068458,500,1.7,maxc,0.875260255752473,0.07060366331945987,211,reliable,True,0.8604180978706114,0.8392075711606513
M3_80km,500,100,8000,8499,2022-10-15 22:26:27.550,2022-12-07 23:23:38.160,2022-11-04 08:14:24.910,53.03970613425926,9.426899891457758,500,1.7,maxc,0.8604180978706114,0.07024331478109444,211,reliable,True,0.8604180978706114,0.8380365311894731
M3_80km,500,100,8100,8599,2022-10-22 06:32:55.080,2022-12-22 09:19:33.500,2022-11-17 14:04:26.640,61.115722453703704,8.181200842037976,500,1.7,maxc,0.8952207938584363,0.07106855298932076,190,reliable,True,0.8604180978706114,0.8356184190859908
M3_80km,500,100,8200,8699,2022-10-31 17:50:38.560,2023-01-05 21:06:47.700,2022-12-02 09:36:44.450,66.13621689814815,7.560154230926388,500,1.7,maxc,0.8601217756462416,0.07698427155404523,175,reliable,True,0.8601217756462416,0.8317607851621015
M3_80km,500,100,8300,8799,2022-11-10 10:14:41.580,2023-01-17 21:33:27.140,2022-12-16 02:42:08.440,68.47136064814815,7.302323121185453,500,1.5999999999999999,maxc,0.8400922836200875,0.06711046558495094,210,reliable,True,0.8400922836200875,0.8277067328365564
M3_80km,500,100,8400,8899,2022-11-26 08:41:35.350,2023-02-05 04:08:32.290,2022-12-29 10:04:59.620,70.81038125,7.061111537229578,500,1.5999999999999999,maxc,0.8196222341723013,0.06785631258703363,194,reliable,True,0.8196222341723013,0.8240657986010268
M3_80km,500,100,8500,8999,2022-12-08 08:08:38.910,2023-02-17 08:25:12.760,2023-01-12 03:43:51.750,71.01150289351851,7.041112772246888,500,1.5999999999999999,maxc,0.7579431693497329,0.06446871293053123,180,reliable,True,0.8196222341723013,0.8198406280463568
M3_80km,500,100,8600,9099,2022-12-22 13:04:38.650,2023-03-01 04:14:53.610,2023-01-29 06:30:09.210,68.63211759259259,7.2852188966112355,500,1.5999999999999999,maxc,0.7448354245071691,0.061073056449263925,171,reliable,True,0.7579431693497329,0.8143230961422601
M3_80km,500,100,8700,9199,2023-01-05 22:46:59.370,2023-03-15 09:38:28.730,2023-02-11 09:25:57.980,68.45242314814816,7.304343323506241,500,1.4,maxc,0.825138325440744,0.05570617282686882,249,reliable,True,0.7448354245071691,0.8101201819372044
M3_80km,500,100,8800,9299,2023-01-17 22:06:36.140,2023-03-22 13:31:46.780,2023-02-23 02:28:29.990,63.642484259259255,7.856387220259331,500,1.4,maxc,0.7278324600165229,0.050041930867401184,262,reliable,True,0.7448354245071691,0.8064832860822782
M3_80km,500,100,8900,9399,2023-02-05 05:04:50.080,2023-03-28 07:05:19.080,2023-03-05 19:37:45.180,51.08366898148148,9.787863909721457,500,1.5,maxc,0.7163407460126648,0.05220838847619491,229,reliable,True,0.7348011301877235,0.8031481383868453
M3_80km,500,100,9000,9499,2023-02-17 09:05:49.250,2023-04-11 16:42:49.060,2023-03-22 07:43:47.570,53.31735891203703,9.377808845049882,500,1.4,maxc,0.7732551714834545,0.053280122587544526,259,reliable,True,0.7278324600165229,0.797388153369382
M3_80km,500,100,9100,9599,2023-03-01 04:23:18.860,2023-04-26 02:35:08.240,2023-03-23 15:36:59.110,55.924877083333335,8.94056502359322,500,1.7,maxc,0.7348011301877235,0.06927621436183075,139,reliable,True,0.7348011301877235,0.7970101864423865
M3_80km,500,100,9200,9699,2023-03-15 10:07:08.590,2023-05-07 16:59:44.530,2023-04-04 07:30:40.730,53.28652708333334,9.383234888212243,500,1.7,maxc,0.718218321012761,0.06902900468086344,132,reliable,True,0.7732551714834545,0.7944638385031897
M3_80km,500,100,9300,9799,2023-03-22 13:40:04.880,2023-05-21 13:36:05.720,2023-04-19 22:36:34.490,59.997231944444444,8.33371780323106,500,1.2,maxc,0.9151809656556965,0.0490058486399574,327,reliable,True,0.8054206245793895,0.7912780481467148
M3_80km,500,100,9400,9899,2023-03-28 10:09:06.590,2023-06-07 09:46:28.610,2023-05-02 18:36:45.220,70.98428263888889,7.0438128190095135,500,1.2,maxc,0.9287194523832022,0.05197051196861618,304,reliable,True,0.8363290166172385,0.7888404264147608
M3_80km,500,100,9500,9999,2023-04-11 20:15:26.310,2023-06-22 14:06:10.160,2023-05-14 16:21:24.380,71.7435630787037,6.9692663500904315,500,1.2,maxc,0.8054206245793895,0.04461957832487708,303,reliable,True,0.8363290166172385,0.7871928682624698
M3_80km,500,100,9600,10099,2023-04-26 02:54:34.840,2023-07-05 12:57:30.720,2023-05-29 10:26:49.580,70.41870231481481,7.100386453653934,500,1.2,maxc,0.8363290166172385,0.049498110998597335,292,reliable,True,0.8054206245793895,0.785845750383927
M3_80km,500,100,9700,10199,2023-05-07 18:27:55.030,2023-07-15 04:13:01.980,2023-06-16 23:41:05.590,68.40633043981482,7.309265045870417,500,1.2,maxc,0.7834733759777363,0.04838034068119473,292,reliable,True,0.7866576292253195,0.7845931594905122
M3_80km,500,100,9800,10299,2023-05-21 13:46:43.340,2023-07-27 14:05:05.340,2023-06-29 11:49:21.280,67.01275462962963,7.461266183779967,500,1.2,maxc,0.7866576292253195,0.049376746159744814,279,reliable,True,0.7834733759777363,0.7841698943952514
M3_80km,500,100,9900,10399,2023-06-07 13:47:40.930,2023-08-06 08:11:32.200,2023-07-09 19:24:05.900,59.766565625,8.365881404951484,500,1.2,maxc,0.7133109241715616,0.04353556342616525,284,reliable,True,0.7660340967813906,0.7837827588657592
M3_80km,500,100,10000,10499,2023-06-22 16:30:21.730,2023-08-17 01:11:24.850,2023-07-21 06:55:19.340,55.36184166666667,9.031491455983295,500,1.4,maxc,0.7660340967813906,0.056672946759708416,201,reliable,True,0.7504901238108683,0.7841281981176943
M3_80km,500,100,10100,10599,2023-07-05 14:59:30.840,2023-08-24 23:42:56.450,2023-08-02 04:33:13.270,50.363490856481484,9.927826516728693,500,1.4,maxc,0.7255066714861167,0.05153951638923052,216,reliable,True,0.7353267883192238,0.7847018565634393
M3_80km,500,100,10200,10699,2023-07-15 07:52:10.650,2023-08-25 17:12:03.570,2023-08-11 16:22:24.570,41.38880694444445,12.08056083064057,500,1.4,maxc,0.7504901238108683,0.04716815534884137,249,reliable,True,0.7504901238108683,0.7856551892539306
M3_80km,500,100,10300,10799,2023-07-27 17:06:24.470,2023-08-27 06:31:12.000,2023-08-22 01:22:18.380,30.55888344907407,16.36185434697713,500,1.3,maxc,0.7353267883192238,0.038746265555380646,326,reliable,True,0.7504901238108683,0.7865361242899165
